epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
85,1044.81,0.27115,0.46615,0.14019,0.52737,0.64189,0.56602,0.34319,0.53417,0.76461,0.41993,0.000280723,0.000280723,0.000280723
86,1056.97,0.27298,0.44045,0.1627,0.61635,0.60537,0.59327,0.34409,0.53168,0.73611,0.40517,0.00026422,0.00026422,0.00026422
87,1069.26,0.25812,0.51888,0.15548,0.74125,0.53779,0.5904,0.35852,0.52001,0.75872,0.39178,0.000247716,0.000247716,0.000247716
88,1081.08,0.25985,0.45115,0.14435,0.72367,0.53533,0.58531,0.34813,0.51332,0.80764,0.39779,0.000231213,0.000231213,0.000231213
89,1093.17,0.24979,0.43219,0.12834,0.67502,0.55876,0.57965,0.34433,0.51582,0.81159,0.42035,0.00021471,0.00021471,0.00021471
90,1105.65,0.29376,0.39793,0.14273,0.69128,0.51756,0.56493,0.34733,0.51398,0.79544,0.39074,0.000198206,0.000198206,0.000198206
91,1118.78,0.25633,0.39218,0.12537,0.64599,0.53957,0.549,0.33266,0.55447,0.78255,0.43273,0.000181703,0.000181703,0.000181703
92,1131.57,0.27654,0.38162,0.12594,0.67297,0.59353,0.56097,0.33501,0.55844,0.80465,0.45232,0.0001652,0.0001652,0.0001652
93,1143.65,0.22873,0.36298,0.14593,0.65534,0.58689,0.58225,0.35516,0.52514,0.81459,0.43097,0.000148696,0.000148696,0.000148696
94,1155.66,0.2497,0.36855,0.15904,0.66913,0.61007,0.61026,0.36181,0.5143,0.78853,0.4393,0.000132193,0.000132193,0.000132193
95,1168.46,0.24779,0.31726,0.12961,0.65277,0.64705,0.61392,0.36559,0.50646,0.82683,0.38455,0.00011569,0.00011569,0.00011569
96,1181.21,0.21945,0.33354,0.14722,0.66596,0.61252,0.5954,0.35806,0.52523,0.79245,0.42059,9.91865e-05,9.91865e-05,9.91865e-05
97,1193.39,0.24277,0.37093,0.14347,0.67014,0.59021,0.59321,0.36134,0.53859,0.78052,0.41013,8.26832e-05,8.26832e-05,8.26832e-05
98,1205.44,0.24739,0.32647,0.11808,0.68382,0.57368,0.5891,0.36119,0.53062,0.77479,0.39839,6.61799e-05,6.61799e-05,6.61799e-05
99,1217.33,0.2137,0.32024,0.13437,0.72797,0.55071,0.5907,0.35934,0.52589,0.7885,0.39879,4.96766e-05,4.96766e-05,4.96766e-05
100,1229.54,0.21235,0.31772,0.094,0.72346,0.53866,0.58392,0.36019,0.52667,0.7802,0.4134,3.31733e-05,3.31733e-05,3.31733e-05
